transaction_id,transaction_timestamp,transaction_amount,currency,transaction_type,transaction_status,transaction_hour_of_day,customer_id,customer_name,customer_email,customer_email_domain,customer_tenure_days,customer_address_change_days,customer_latitude,customer_longitude,card_number_hash,card_type,issuing_bank_name,card_entry_method,cvv_match_result,merchant_id,merchant_name,merchant_category,merchant_latitude,merchant_longitude,merchant_risk_score,ip_address,ip_proxy_type,device_id,device_os,user_agent,is_international,distance_from_home_km,distance_from_last_txn_km,time_since_last_txn_sec,is_first_time_customer_merchant,is_fraud
a15532d8-5d69-4ea7-afa2-0f795281c160,2023-01-01T00:17:22.511112Z,1298.02,EGP,POS,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.00173224419221,31.43082903693783,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,Visa,Credit Agricole Egypt,swiped,match,d0a6dd6d-7799-40ec-a8a9-bdeb91c39d92,Mobaco Cottons - New Cairo,Fashion,30.001714178802185,31.430815426409602,0.326,84.206.110.78,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/59.0.835.0 Mobile/95M436 Safari/533.0",False,2.3421,5.9227,289,True,False
ca3aed0f-45a5-4a07-9ead-318f5284ff0d,2023-01-01T00:18:19.576945Z,1105.84,EGP,POS,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.02082651009705,31.42033587516598,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,Visa,HSBC Bank Egypt,contactless_card,match,27506d01-80be-464e-abdf-5d5b748032c3,TotalEnergies Station - New Cairo,Fuel,30.020817033209163,31.420240238456252,0.103,66.89.45.212,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.0),False,1.0885,2.3513,57,True,False
71e712a4-1373-43f2-b348-08ae730b9099,2023-01-01T00:19:42.829236Z,698.27,EGP,ONL,approved,0,4906e48e-21f6-4ada-9a8d-60edbcf4b59d,Gerges El-Khouly,gerges_el-khouly1984@gmail.com,gmail.com,1907,1819,31.065367604336814,31.381213331614042,526e2eb273a114d0c76da533dff8f73ec10f5a276e3f9cfdf8bfe4d56f3d6413,MasterCard,United Bank of Egypt,online,match,21e6dfd4-1ab0-4ae9-a340-8571425feb95,Wataniya Petroleum - Mansoura,Fuel,31.040211060361838,31.38883187478669,0.29,195.240.254.132,none,25605de0-cd90-4659-bc1d-410f7c931d33,iOS,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0),False,3.133,4.3916,244,True,False
d24a6e8c-b4fc-4918-8277-a593f3cedd62,2023-01-01T00:21:09.964705Z,1086.41,EGP,QR,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.017543500585575,31.41142189164164,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,Meeza,Credit Agricole Egypt,qr_code,match,ff7d3945-8029-451d-8311-0c3944ec05fb,Carrefour Hypermarket - New Cairo,Grocery,30.01763885221292,31.411336841978457,0.132,104.94.224.242,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,Mozilla/5.0 (Windows NT 10.0; ar-ER; rv:1.9.0.20) Gecko/3003-06-17 06:26:21 Firefox/3.8,False,0.3253,0.9326,170,True,False
85dd859a-c46c-43f6-9149-030b22c5b8c3,2023-01-01T00:22:30.566896Z,1370.83,EGP,POS,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.02556148382995,31.423944441941597,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,MasterCard,Abu Dhabi Islamic Bank (ADIB) Egypt,chip,match,2266cf53-5050-4e4a-a839-2f68f685cc01,Awlad Ragab - New Cairo,Grocery,30.02549061370874,31.423904056568407,0.323,139.188.138.220,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8 rv:5.0; om-KE) AppleWebKit/532.45.6 (KHTML, like Gecko) Version/4.1 Safari/532.45.6",False,1.7012,1.4995,80,True,False
8a1312e3-23d0-4e5d-9b9a-d2315cdbf894,2023-01-01T00:24:59.919808Z,1053.49,EGP,POS,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.025533174375415,31.423901823989322,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,Meeza,Arab African International Bank (AAIB),swiped,match,2266cf53-5050-4e4a-a839-2f68f685cc01,Awlad Ragab - New Cairo,Grocery,30.02549061370874,31.423904056568407,0.323,33.178.158.68,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,Opera/9.67.(Windows NT 5.2; oc-FR) Presto/2.9.166 Version/10.00,False,1.6961,0.0052,149,False,False
b3542d22-e0fd-4e4d-9b3e-f1a849240737,2023-01-01T00:26:11.394027Z,1029.47,EGP,ONL,approved,0,4906e48e-21f6-4ada-9a8d-60edbcf4b59d,Gerges El-Khouly,gerges_el-khouly1984@gmail.com,gmail.com,1907,1819,31.01940323507307,31.421784922407294,526e2eb273a114d0c76da533dff8f73ec10f5a276e3f9cfdf8bfe4d56f3d6413,Visa,EG Bank,online,match,bd04ee3d-99e7-48bd-b483-66fb7b4ce9e7,Mobaco Cottons - Mansoura,Fashion,31.035906027196827,31.38315958249039,0.4,68.102.161.215,none,25605de0-cd90-4659-bc1d-410f7c931d33,iOS,Mozilla/5.0 (Windows NT 6.2; sk-SK; rv:1.9.2.20) Gecko/9976-09-26 11:34:39 Firefox/3.8,False,3.7535,6.408,388,False,False
9d6b474b-11e7-4ca4-9077-9882e34fb500,2023-01-01T00:27:24.694464Z,1368.56,EGP,ONL,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.92069951154737,34.34918484410143,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,MasterCard,Housing and Development Bank (HDB),manual_keyed,match,08cb2213-02a0-48c9-a3ff-db729968d7ac,Carina - Sharm El Sheikh,Retail,27.91804719925448,34.347784790538725,0.219,78.158.96.202,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,Mozilla/5.0 (Android 3.0; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,False,3.3672,3.3672,779244,True,False
75a11ea3-89d5-468e-bfdb-f9414ccca07d,2023-01-01T00:29:09.882433Z,1515.02,EGP,ONL,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.9290305899361,34.27821503613549,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,Meeza,Abu Dhabi Islamic Bank (ADIB) Egypt,manual_keyed,match,df612a91-4e84-4c11-96ce-adbb47f80656,Gad Restaurants - Sharm El Sheikh,Restaurants,27.898946859791014,34.31289155109281,0.239,171.226.201.20,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,Opera/8.85.(X11; Linux i686; iw-IL) Presto/2.9.167 Version/12.00,False,4.5996,7.0339,105,True,False
b8c7d1aa-7806-463e-ad8a-a10da121813c,2023-01-01T00:29:51.207772Z,1270.91,EGP,ONL,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.909077205601598,34.30676263089664,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,Visa,QNB Alahli,online,match,c7eb8e17-51f6-4372-a15f-88498118e1a2,Diwan Bookstore - Sharm El Sheikh,Retail,27.912972654031975,34.329075792314484,0.286,212.50.168.178,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/40.0.806.0 Safari/536.0",False,1.1426,3.5763,41,True,False
155c0d97-fefa-4a5f-bdee-62d4fae72239,2023-01-01T00:31:34.980159Z,1033.0,EGP,POS,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.001676259502098,31.430766638064124,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,MasterCard,United Bank of Egypt,swiped,match,d0a6dd6d-7799-40ec-a8a9-bdeb91c39d92,Mobaco Cottons - New Cairo,Fashion,30.001714178802185,31.430815426409602,0.326,172.209.197.242,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.47.7 (KHTML, like Gecko) Version/4.0.2 Safari/534.47.7",False,2.3412,2.7339,395,False,False
80c92a97-adb3-40bc-91ba-5a2081b5a9fd,2023-01-01T00:33:04.997503Z,1862.97,EGP,ONL,approved,0,1d6888c4-0c3b-4af6-8f17-f1e73ae1ba90,Ragab El-Kholy,ragabel-kholy@orange.com.eg,orange.com.eg,444,325,30.745717298937794,30.973700985539697,946bfd3cb4f745658da4e5f37a0cd4af73ed01172d384393d8404578d261069d,Meeza,Attijariwafa Bank Egypt,online,match,0dca6a79-2a26-4d95-9ef0-c6072bbaebc2,Diwan Bookstore - Tanta,Retail,30.79139741052262,31.00005466776287,0.286,21.210.153.159,none,e0c99c3a-5030-46a1-ad74-c15002ce42fa,Windows,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:4.0; fur-IT) AppleWebKit/535.45.6 (KHTML, like Gecko) Version/5.0.4 Safari/535.45.6",False,4.3076,4.3076,1125184,True,False
d8b63a93-e17f-432e-bab4-5317ec8b1759,2023-01-01T00:35:09.092716Z,1149.5,EGP,POS,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.927329776404665,34.33614600126364,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,Meeza,Alexbank,swiped,match,aa76ae35-db49-4178-919e-ef01cbbe21a9,Gourmet Egypt - Sharm El Sheikh,Grocery,27.92733329238851,34.33608368898232,0.081,43.186.19.94,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,Opera/8.66.(Windows NT 11.0; mr-IN) Presto/2.9.176 Version/11.00,False,2.8078,3.529,317,True,False
2adf3784-ea5c-4c82-b42b-64fe7b4c5990,2023-01-01T00:36:36.381062Z,1973.52,EGP,ONL,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.892893562585414,34.35346179657617,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,MasterCard,SAIB Bank,manual_keyed,match,df612a91-4e84-4c11-96ce-adbb47f80656,Gad Restaurants - Sharm El Sheikh,Restaurants,27.898946859791014,34.31289155109281,0.239,173.115.95.217,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),False,3.8264,4.1901,87,False,False
a8b6f696-7aba-4d7f-89da-c5bcb0359380,2023-01-01T00:39:01.848020Z,1578.52,EGP,ONL,approved,0,467efc48-cdca-41c3-9ea1-3223e8a070a0,Hend Ashmawy,hend_ashmawy2003@gmail.com,gmail.com,997,475,31.000620372277808,31.415819790113805,c7dd66c9307ce5ac5ed64f3db0d5bdb664a9beba004c56de437a85cf8ac3b7bd,Meeza,Credit Agricole Egypt,manual_keyed,match,dd76089c-40c3-4afb-86fc-1b381e3228bd,Starbucks - Mansoura,Restaurants,31.04411727460901,31.38562194281059,0.325,39.95.235.15,none,498d667f-6dc7-49d4-b78c-5d45f0caa6eb,MacOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/14.9b2927.0 Mobile/69Y613 Safari/532.0",False,4.9991,4.9991,2335141,True,False
77e747e0-04af-4db5-9979-93cf0c21a33b,2023-01-01T00:39:59.250764Z,702.1,EGP,POS,approved,0,1856daf1-975e-48bd-aa49-ff3a42a365ec,Mahmoud Bakry,mahmoudbakry@outlook.com,outlook.com,203,162,30.06655690192263,31.329518740305637,fa9ad42aed654059e4fe576d1d10d0ef7545567deaab5d09f9d842dd8e1d581d,Meeza,Abu Dhabi Islamic Bank (ADIB) Egypt,swiped,match,4094bd9e-cd1a-4621-a452-50161e4e966c,On the Run - Nasr City,Retail,30.066524553518025,31.329495704084277,0.081,56.63.22.24,none,d63cb8f5-adad-4e41-b940-361fae013638,Android,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4 rv:4.0; so-KE) AppleWebKit/532.37.5 (KHTML, like Gecko) Version/5.0 Safari/532.37.5",False,3.3157,3.3157,347999,True,False
1a9f2676-e236-4d44-b137-d17d3692c02c,2023-01-01T00:41:22.176055Z,984.83,EGP,ONL,approved,0,4906e48e-21f6-4ada-9a8d-60edbcf4b59d,Gerges El-Khouly,gerges_el-khouly1984@gmail.com,gmail.com,1907,1819,31.085676013356288,31.343422375005307,526e2eb273a114d0c76da533dff8f73ec10f5a276e3f9cfdf8bfe4d56f3d6413,MasterCard,Credit Agricole Egypt,manual_keyed,match,075f47f9-eedd-4220-871d-e53413bd687e,Spinneys - Aswan,Grocery,24.088872119080182,32.8956422875109,0.039,176.119.135.191,none,25605de0-cd90-4659-bc1d-410f7c931d33,iOS,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6; rv:1.9.2.20) Gecko/4813-05-10 22:33:59 Firefox/3.8,False,6.8479,10.4895,910,True,False
00060e8e-081c-4ace-9438-a8bbe208bf1d,2023-01-01T00:43:23.532056Z,1027.83,EGP,POS,approved,0,ce433ec8-1dfb-44e4-a449-b4a782be836b,Nahed Fathy,nahedfathy1994@gmail.com,gmail.com,1115,346,30.028864743711274,31.483802144218764,5bb0f6e10f7908cf5d1c74217a8d09915fa986685cf3adfe927d890511ee5a99,Meeza,QNB Alahli,swiped,match,ee878771-e91a-42a0-a660-0059f37a0d4d,Town Team - New Cairo,Fashion,30.028803395617043,31.483763235193326,0.012,153.25.78.222,none,b891f48c-ee73-4800-b39a-5dd590aea0a4,MacOS,Opera/8.43.(Windows 98; Win 9x 4.90; fa-IR) Presto/2.9.168 Version/10.00,False,7.1303,5.9342,708,False,False
9f72dd48-ce58-41fa-af92-9aad51283dfc,2023-01-01T00:45:09.350296Z,1873.21,EGP,ONL,approved,0,1d6888c4-0c3b-4af6-8f17-f1e73ae1ba90,Ragab El-Kholy,ragabel-kholy@orange.com.eg,orange.com.eg,444,325,30.75700054962628,30.96551273153702,946bfd3cb4f745658da4e5f37a0cd4af73ed01172d384393d8404578d261069d,Visa,Credit Agricole Egypt,online,match,58383ab0-f555-4173-ae7f-a050a64bbfc0,Chillout Station - Tanta,Fuel,30.793054131542455,30.995175593129517,0.366,58.114.152.158,none,e0c99c3a-5030-46a1-ad74-c15002ce42fa,Windows,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.27.2 (KHTML, like Gecko) Version/5.0.1 Safari/535.27.2",False,3.7383,1.4786,724,True,False
ea4987de-9738-485f-9881-313b16690961,2023-01-01T00:45:47.660114Z,1400.4,EGP,POS,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.89399027289474,34.3419496909459,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,MasterCard,Alexbank,swiped,match,7a6920e3-70c0-4f09-bab7-dc3785535188,Tseppas - Sharm El Sheikh,Restaurants,27.89391075042289,34.341862097221075,0.073,64.214.157.223,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/31.0.800.0 Safari/533.1",False,2.7771,1.1379,551,True,False
4db56a04-4aa7-42bb-abce-1e0aa11e476a,2023-01-01T00:46:51.050969Z,657.9,EGP,ONL,approved,0,1856daf1-975e-48bd-aa49-ff3a42a365ec,Mahmoud Bakry,mahmoudbakry@outlook.com,outlook.com,203,162,30.028897097799714,31.369029083929824,fa9ad42aed654059e4fe576d1d10d0ef7545567deaab5d09f9d842dd8e1d581d,Meeza,Commercial International Bank (CIB),online,match,e0b0ad7b-aa04-49a1-ab50-31450defd2c9,Vodafone Egypt - Nasr City,Services,30.063664255441086,31.325218641625874,0.205,116.93.17.46,none,d63cb8f5-adad-4e41-b940-361fae013638,Android,Mozilla/5.0 (Android 2.3.1; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,False,2.6038,5.6567,411,True,False
93715a0a-966c-4f19-b268-1f0804900dee,2023-01-01T00:47:56.871218Z,2074.31,EGP,ONL,approved,0,bb290da2-80ef-4c09-99cf-9299c65eb8ec,Sameh Soliman,sameh.soliman@gmail.com,gmail.com,1629,34,27.955214638809213,34.322688514548155,d7dfb963dabc3aacc7b6dea9a64a2a9acb05657a927c75b12a533f2de94a3025,MasterCard,Banque du Caire,online,match,df612a91-4e84-4c11-96ce-adbb47f80656,Gad Restaurants - Sharm El Sheikh,Restaurants,27.898946859791014,34.31289155109281,0.239,101.244.214.41,none,0663fdd0-26c5-4ca7-9a63-8fb6c73e8108,Windows,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6 rv:2.0; ht-HT) AppleWebKit/534.6.6 (KHTML, like Gecko) Version/4.0.2 Safari/534.6.6",False,5.3093,7.066,129,False,False
d9528b1e-ca55-4591-ad57-a347a69e6fa4,2023-01-01T00:49:42.474338Z,900.08,EGP,ONL,approved,0,1856daf1-975e-48bd-aa49-ff3a42a365ec,Mahmoud Bakry,mahmoudbakry@outlook.com,outlook.com,203,162,30.0858220262668,31.371566734975985,fa9ad42aed654059e4fe576d1d10d0ef7545567deaab5d09f9d842dd8e1d581d,Visa,Abu Dhabi Islamic Bank (ADIB) Egypt,online,match,4e586845-6591-4d30-a0c5-04fbbd1afab0,LC Waikiki - Nasr City,Retail,30.06010348636874,31.33264155920696,0.228,116.94.140.241,none,d63cb8f5-adad-4e41-b940-361fae013638,Android,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/54.0.820.0 Safari/532.1",False,5.6892,6.3345,171,True,False
